Count of work,218,821,93,cluster
6,222,815,-103735,c1
0,228,821,-103735,c1
2,226,819,-103737,c1
2,226,819,-103739,c1
7,221,814,-103746,c1
0,228,821,-103746,c1
0,228,821,-103746,c1
1,227,820,-103747,c1
75,153,746,-103822,c1
40,188,781,-103862,c1
11,217,810,-103873,c1
8,220,813,-103881,c1
32,196,789,-103913,c1
1,227,820,-103914,c1
3,225,818,-103917,c1
3,225,818,-103920,c1
4,224,817,-103924,c1
13,215,808,-103937,c1
3,225,818,-103940,c1
13,215,808,-103953,c1
0,228,821,-103953,c1
4,224,817,-103957,c1
1,227,820,-103958,c1
3,225,818,-103961,c1
34,194,787,-103995,c1
27,201,794,-104022,c1
1,227,820,-104023,c1
5,223,816,-104028,c1
1,227,820,-104029,c1
1,227,820,-104030,c1
4,224,817,-104034,c1
0,228,821,-104034,c1
0,228,821,-104034,c1
2,226,819,-104036,c1
0,228,821,-104036,c1
1,227,820,-104037,c1
1,227,820,-104038,c1
1,227,820,-104039,c1
7,221,814,-104046,c1
2,226,819,-104048,c1
2,226,819,-104050,c1
2,226,819,-104052,c1
3,225,818,-104055,c1
10,218,811,-104065,c1
0,228,821,-104065,c1
0,228,821,-104065,c1
51,177,770,-104116,c1
2,226,819,-104118,c1
0,228,821,-104118,c1
1,227,820,-104119,c1
2,226,819,-104121,c1
27,201,794,-104148,c1
11,217,810,-104159,c1
2,226,819,-104161,c1
1,227,820,-104162,c1
0,228,821,-104162,c1
0,228,821,-104162,c1
0,228,821,-104162,c1
0,228,821,-104162,c1
0,228,821,-104162,c1
1,227,820,-104163,c1
23,205,798,-104186,c1
1,227,820,-104187,c1
1,227,820,-104188,c1
1,227,820,-104189,c1
3,225,818,-104192,c1
2,226,819,-104194,c1
1,227,820,-104195,c1
1,227,820,-104196,c1
0,228,821,-104196,c1
0,228,821,-104196,c1
1,227,820,-104197,c1
1,227,820,-104198,c1
42,186,779,-104240,c1
0,228,821,-104240,c1
0,228,821,-104240,c1
0,228,821,-104240,c1
0,228,821,-104240,c1
0,228,821,-104240,c1
0,228,821,-104240,c1
0,228,821,-104240,c1
0,228,821,-104240,c1
0,228,821,-104240,c1
60,168,761,-104300,c1
6,222,815,-104306,c1
2,226,819,-104308,c1
7,221,814,-104315,c1
5,223,816,-104320,c1
7,221,814,-104327,c1
7,221,814,-104334,c1
3,225,818,-104337,c1
37,191,784,-104374,c1
15,213,806,-104389,c1
2,226,819,-104391,c1
5,223,816,-104396,c1
22,206,799,-104418,c1
5,223,816,-104423,c1
17,211,804,-104440,c1
1,227,820,-104441,c1
1,227,820,-104442,c1
2,226,819,-104444,c1
7,221,814,-104451,c1
1,227,820,-104452,c1
0,228,821,-104452,c1
0,228,821,-104452,c1
0,228,821,-104452,c1
0,228,821,-104452,c1
0,228,821,-104452,c1
2,226,819,-104454,c1
5,223,816,-104459,c1
2,226,819,-104461,c1
0,228,821,-104461,c1
0,228,821,-104461,c1
2,226,819,-104463,c1
20,208,801,-104483,c1
0,228,821,-104483,c1
0,228,821,-104483,c1
0,228,821,-104483,c1
0,228,821,-104483,c1
0,228,821,-104483,c1
0,228,821,-104483,c1
0,228,821,-104483,c1
0,228,821,-104483,c1
0,228,821,-104483,c1
12,216,809,-104495,c1
22,206,799,-104517,c1
1,227,820,-104518,c1
8,220,813,-104526,c1
7,221,814,-104533,c1
29,199,792,-104562,c1
24,204,797,-104586,c1
1,227,820,-104587,c1
3,225,818,-104590,c1
1,227,820,-104591,c1
1,227,820,-104592,c1
10,218,811,-104602,c1
2,226,819,-104604,c1
0,228,821,-104604,c1
31,197,790,-104635,c1
4,224,817,-104639,c1
50,178,771,-104689,c1
22,206,799,-104711,c1
1,227,820,-104712,c1
1,227,820,-104713,c1
2,226,819,-104715,c1
11,217,810,-104726,c1
6,222,815,-104732,c1
1,227,820,-104733,c1
1,227,820,-104734,c1
1,227,820,-104735,c1
8,220,813,-104743,c1
0,228,821,-104743,c1
0,228,821,-104743,c1
12,216,809,-104755,c1
3,225,818,-104758,c1
1,227,820,-104759,c1
11,217,810,-104770,c1
1,227,820,-104771,c1
1,227,820,-104772,c1
6,222,815,-104778,c1
1,227,820,-104779,c1
34,194,787,-104813,c1
4,224,817,-104817,c1
1,227,820,-104818,c1
0,228,821,-104818,c1
30,198,791,-104848,c1
4,224,817,-104852,c1
2,226,819,-104854,c1
1,227,820,-104855,c1
3,225,818,-104858,c1
1,227,820,-104859,c1
1,227,820,-104860,c1
0,228,821,-104860,c1
26,202,795,-104886,c1
1,227,820,-104887,c1
0,228,821,-104887,c1
0,228,821,-104887,c1
2,226,819,-104889,c1
1,227,820,-104890,c1
0,228,821,-104890,c1
0,228,821,-104890,c1
1,227,820,-104891,c1
0,228,821,-104891,c1
0,228,821,-104891,c1
0,228,821,-104891,c1
2,226,819,-104893,c1
0,228,821,-104893,c1
0,228,821,-104893,c1
0,228,821,-104893,c1
0,228,821,-104893,c1
1,227,820,-104894,c1
0,228,821,-104894,c1
0,228,821,-104894,c1
5,223,816,-104899,c1
1,227,820,-104900,c1
1,227,820,-104901,c1
0,228,821,-104901,c1
0,228,821,-104901,c1
1,227,820,-104902,c1
2,226,819,-104904,c1
2,226,819,-104906,c1
55,173,766,-104961,c1
1,227,820,-104962,c1
1,227,820,-104963,c1
70,158,751,-105033,c1
1,227,820,-105034,c1
0,228,821,-105034,c1
0,228,821,-105034,c1
1,227,820,-105035,c1
0,228,821,-105035,c1
0,228,821,-105035,c1
0,228,821,-105035,c1
0,228,821,-105035,c1
0,228,821,-105035,c1
0,228,821,-105035,c1
0,228,821,-105035,c1
0,228,821,-105035,c1
4,224,817,-105039,c1
0,228,821,-105039,c1
0,228,821,-105039,c1
2,226,819,-105041,c1
1,227,820,-105042,c1
0,228,821,-105042,c1
1,227,820,-105043,c1
1,227,820,-105044,c1
18,210,803,-105062,c1
2,226,819,-105064,c1
0,228,821,-105064,c1
0,228,821,-105064,c1
7,221,814,-105071,c1
0,228,821,-105071,c1
1,227,820,-105072,c1
1,227,820,-105073,c1
196,32,625,-105269,c1
1,227,820,-105270,c1
1,227,820,-105271,c1
2,226,819,-105273,c1
1,227,820,-105274,c1
1,227,820,-105275,c1
1,227,820,-105276,c1
3,225,818,-105279,c1
2,226,819,-105281,c1
0,228,821,-105281,c1
1,227,820,-105282,c1
1,227,820,-105283,c1
1,227,820,-105284,c1
1,227,820,-105285,c1
1,227,820,-105286,c1
1,227,820,-105287,c1
2,226,819,-105289,c1
1,227,820,-105290,c1
1,227,820,-105291,c1
1,227,820,-105292,c1
1,227,820,-105293,c1
0,228,821,-105293,c1
0,228,821,-105293,c1
1,227,820,-105294,c1
1,227,820,-105295,c1
1,227,820,-105296,c1
74,154,747,-105370,c1
1,227,820,-105371,c1
1,227,820,-105372,c1
1,227,820,-105373,c1
1,227,820,-105374,c1
0,228,821,-105374,c1
0,228,821,-105374,c1
7,221,814,-105381,c1
3,225,818,-105384,c1
0,228,821,-105384,c1
0,228,821,-105384,c1
1,227,820,-105385,c1
1,227,820,-105386,c1
1,227,820,-105387,c1
5,223,816,-105392,c1
0,228,821,-105392,c1
0,228,821,-105392,c1
3,225,818,-105395,c1
4,224,817,-105399,c1
15,213,806,-105414,c1
2,226,819,-105416,c1
1,227,820,-105417,c1
0,228,821,-105417,c1
0,228,821,-105417,c1
0,228,821,-105417,c1
0,228,821,-105417,c1
18,210,803,-105435,c1
7,221,814,-105442,c1
1,227,820,-105443,c1
1,227,820,-105444,c1
0,228,821,-105444,c1
0,228,821,-105444,c1
1,227,820,-105445,c1
2,226,819,-105447,c1
18,210,803,-105465,c1
1,227,820,-105466,c1
0,228,821,-105466,c1
19,209,802,-105485,c1
1,227,820,-105486,c1
5,223,816,-105491,c1
2,226,819,-105493,c1
15,213,806,-105508,c1
2,226,819,-105510,c1
20,208,801,-105530,c1
32,196,789,-105562,c1
48,180,773,-105610,c1
8,220,813,-105618,c1
9,219,812,-105627,c1
8,220,813,-105635,c1
9,219,812,-105644,c1
1,227,820,-105645,c1
1,227,820,-105646,c1
6,222,815,-105652,c1
20,208,801,-105672,c1
1,227,820,-105673,c1
1,227,820,-105674,c1
1,227,820,-105675,c1
2,226,819,-105677,c1
1,227,820,-105678,c1
1,227,820,-105679,c1
1,227,820,-105680,c1
1,227,820,-105681,c1
1,227,820,-105682,c1
6,222,815,-105688,c1
27,201,794,-105715,c1
1,227,820,-105716,c1
3,225,818,-105719,c1
1,227,820,-105720,c1
1,227,820,-105721,c1
1,227,820,-105722,c1
1,227,820,-105723,c1
4,224,817,-105727,c1
1,227,820,-105728,c1
1,227,820,-105729,c1
2,226,819,-105731,c1
1,227,820,-105732,c1
1,227,820,-105733,c1
1,227,820,-105734,c1
1,227,820,-105735,c1
3,225,818,-105738,c1
1,227,820,-105739,c1
1,227,820,-105740,c1
2,226,819,-105742,c1
1,227,820,-105743,c1
1,227,820,-105744,c1
1,227,820,-105745,c1
1,227,820,-105746,c1
1,227,820,-105747,c1
1,227,820,-105748,c1
3,225,818,-105751,c1
1,227,820,-105752,c1
1,227,820,-105753,c1
1,227,820,-105754,c1
1,227,820,-105755,c1
1,227,820,-105756,c1
1,227,820,-105757,c1
2,226,819,-105759,c1
1,227,820,-105760,c1
1,227,820,-105761,c1
12,216,809,-105773,c1
1,227,820,-105774,c1
2,226,819,-105776,c1
2,226,819,-105778,c1
1,227,820,-105779,c1
1,227,820,-105780,c1
1,227,820,-105781,c1
1,227,820,-105782,c1
1,227,820,-105783,c1
2,226,819,-105785,c1
1,227,820,-105786,c1
1,227,820,-105787,c1
2,226,819,-105789,c1
3,225,818,-105792,c1
2,226,819,-105794,c1
1,227,820,-105795,c1
1,227,820,-105796,c1
1,227,820,-105797,c1
1,227,820,-105798,c1
1,227,820,-105799,c1
1,227,820,-105800,c1
9,219,812,-105809,c1
1,227,820,-105810,c1
1,227,820,-105811,c1
1,227,820,-105812,c1
2,226,819,-105814,c1
1,227,820,-105815,c1
10,218,811,-105825,c1
1,227,820,-105826,c1
1,227,820,-105827,c1
1,227,820,-105828,c1
1,227,820,-105829,c1
1,227,820,-105830,c1
1,227,820,-105831,c1
2,226,819,-105833,c1
5,223,816,-105838,c1
1,227,820,-105839,c1
1,227,820,-105840,c1
1,227,820,-105841,c1
1,227,820,-105842,c1
1,227,820,-105843,c1
1,227,820,-105844,c1
6,222,815,-105850,c1
1,227,820,-105851,c1
2,226,819,-105853,c1
1,227,820,-105854,c1
2,226,819,-105856,c1
1,227,820,-105857,c1
1,227,820,-105858,c1
2,226,819,-105860,c1
2,226,819,-105862,c1
1,227,820,-105863,c1
1,227,820,-105864,c1
1,227,820,-105865,c1
3,225,818,-105868,c1
1,227,820,-105869,c1
3,225,818,-105872,c1
0,228,821,-105872,c1
2,226,819,-105874,c1
2,226,819,-105876,c1
2,226,819,-105878,c1
1,227,820,-105879,c1
1,227,820,-105880,c1
3,225,818,-105883,c1
0,228,821,-105883,c1
0,228,821,-105883,c1
0,228,821,-105883,c1
0,228,821,-105883,c1
0,228,821,-105883,c1
0,228,821,-105883,c1
0,228,821,-105883,c1
0,228,821,-105883,c1
0,228,821,-105883,c1
1,227,820,-105884,c1
1,227,820,-105885,c1
0,228,821,-105885,c1
3,225,818,-105888,c1
0,228,821,-105888,c1
0,228,821,-105888,c1
0,228,821,-105888,c1
0,228,821,-105888,c1
0,228,821,-105888,c1
0,228,821,-105888,c1
0,228,821,-105888,c1
1,227,820,-105889,c1
0,228,821,-105889,c1
0,228,821,-105889,c1
0,228,821,-105889,c1
0,228,821,-105889,c1
0,228,821,-105889,c1
0,228,821,-105889,c1
2,226,819,-105891,c1
0,228,821,-105891,c1
0,228,821,-105891,c1
0,228,821,-105891,c1
1,227,820,-105892,c1
4,224,817,-105896,c1
0,228,821,-105896,c1
2,226,819,-105898,c1
1,227,820,-105899,c1
2,226,819,-105901,c1
1,227,820,-105902,c1
101,127,720,-106003,c1
0,228,821,-106003,c1
7,221,814,-106010,c1
0,228,821,-106010,c1
0,228,821,-106010,c1
1,227,820,-106011,c1
5,223,816,-106016,c1
1,227,820,-106017,c1
0,228,821,-106017,c1
9,219,812,-106026,c1
33,195,788,-106059,c1
0,228,821,-106059,c1
26,202,795,-106085,c1
36,192,785,-106121,c1
0,228,821,-106121,c1
1,227,820,-106122,c1
5,223,816,-106127,c1
0,228,821,-106127,c1
0,228,821,-106127,c1
19,209,802,-106146,c1
10,218,811,-106156,c1
23,205,798,-106179,c1
10,218,811,-106189,c1
2,226,819,-106191,c1
4,224,817,-106195,c1
3,225,818,-106198,c1
1,227,820,-106199,c1
1,227,820,-106200,c1
2,226,819,-106202,c1
4,224,817,-106206,c1
1,227,820,-106207,c1
57,171,764,-106264,c1
1,227,820,-106265,c1
8,220,813,-106273,c1
0,228,821,-106273,c1
1,227,820,-106274,c1
0,228,821,-106274,c1
0,228,821,-106274,c1
0,228,821,-106274,c1
0,228,821,-106274,c1
0,228,821,-106274,c1
0,228,821,-106274,c1
0,228,821,-106274,c1
0,228,821,-106274,c1
0,228,821,-106274,c1
0,228,821,-106274,c1
0,228,821,-106274,c1
0,228,821,-106274,c1
0,228,821,-106274,c1
0,228,821,-106274,c1
0,228,821,-106274,c1
0,228,821,-106274,c1
0,228,821,-106274,c1
0,228,821,-106274,c1
0,228,821,-106274,c1
10,218,811,-106284,c1
3,225,818,-106287,c1
2,226,819,-106289,c1
0,228,821,-106289,c1
19,209,802,-106308,c1
18,210,803,-106326,c1
0,228,821,-106326,c1
0,228,821,-106326,c1
1,227,820,-106327,c1
2,226,819,-106329,c1
1,227,820,-106330,c1
0,228,821,-106330,c1
1,227,820,-106331,c1
1,227,820,-106332,c1
6,222,815,-106338,c1
12,216,809,-106350,c1
1,227,820,-106351,c1
0,228,821,-106351,c1
7,221,814,-106358,c1
10,218,811,-106368,c1
0,228,821,-106368,c1
5,223,816,-106373,c1
1,227,820,-106374,c1
3,225,818,-106377,c1
0,228,821,-106377,c1
0,228,821,-106377,c1
0,228,821,-106377,c1
2,226,819,-106379,c1
2,226,819,-106381,c1
1,227,820,-106382,c1
0,228,821,-106382,c1
1,227,820,-106383,c1
1,227,820,-106384,c1
1,227,820,-106385,c1
0,228,821,-106385,c1
2,226,819,-106387,c1
3,225,818,-106390,c1
0,228,821,-106390,c1
1,227,820,-106391,c1
0,228,821,-106391,c1
1,227,820,-106392,c1
4,224,817,-106396,c1
4,224,817,-106400,c1
0,228,821,-106400,c1
1,227,820,-106401,c1
0,228,821,-106401,c1
1,227,820,-106402,c1
10,218,811,-106412,c1
8,220,813,-106420,c1
0,228,821,-106420,c1
1,227,820,-106421,c1
81,147,740,-106502,c1
33,195,788,-106535,c1
0,228,821,-106535,c1
6,222,815,-106541,c1
5,223,816,-106546,c1
0,228,821,-106546,c1
29,199,792,-106575,c1
1,227,820,-106576,c1
0,228,821,-106576,c1
8,220,813,-106584,c1
93,135,728,-106677,c1
6,222,815,-106683,c1
2,226,819,-106685,c1
1,227,820,-106686,c1
1,227,820,-106687,c1
8,220,813,-106695,c1
0,228,821,-106695,c1
0,228,821,-106695,c1
0,228,821,-106695,c1
2,226,819,-106697,c1
22,206,799,-106719,c1
0,228,821,-106719,c1
0,228,821,-106719,c1
0,228,821,-106719,c1
0,228,821,-106719,c1
0,228,821,-106719,c1
56,172,765,-106775,c1
1,227,820,-106776,c2
0,228,821,-106776,c1
4,224,817,-106780,c1
30,198,791,-106810,c1
1,227,820,-106811,c1
2,226,819,-106813,c1
0,228,821,-106813,c1
1,227,820,-106814,c1
0,228,821,-106814,c1
821,-593,0,-107635,c1
4,224,817,-107639,c1
18,210,803,-107657,c1
4,224,817,-107661,c1
2,226,819,-107663,c1
1,227,820,-107664,c1
1,227,820,-107665,c1
0,228,821,-107665,c1
0,228,821,-107665,c1
0,228,821,-107665,c1
1,227,820,-107666,c1
0,228,821,-107666,c1
1,227,820,-107667,c1
1,227,820,-107668,c1
1,227,820,-107669,c1
2,226,819,-107671,c1
0,228,821,-107671,c1
0,228,821,-107671,c1
0,228,821,-107671,c1
1,227,820,-107672,c1
1,227,820,-107673,c1
0,228,821,-107673,c1
0,228,821,-107673,c1
0,228,821,-107673,c1
1,227,820,-107674,c1
0,228,821,-107674,c1
1,227,820,-107675,c1
0,228,821,-107675,c1
0,228,821,-107675,c1
8,220,813,-107683,c1
0,228,821,-107683,c1
0,228,821,-107683,c1
0,228,821,-107683,c1
0,228,821,-107683,c1
1,227,820,-107684,c1
3,225,818,-107687,c1
8,220,813,-107695,c1
1,227,820,-107696,c1
0,228,821,-107696,c1
0,228,821,-107696,c1
22,206,799,-107718,c1
1,227,820,-107719,c1
2,226,819,-107721,c1
21,207,800,-107742,c1
19,209,802,-107761,c1
4,224,817,-107765,c1
6,222,815,-107771,c1
2,226,819,-107773,c1
1,227,820,-107774,c1
1,227,820,-107775,c1
1,227,820,-107776,c1
1,227,820,-107777,c1
1,227,820,-107778,c1
1,227,820,-107779,c1
6,222,815,-107785,c1
1,227,820,-107786,c1
7,221,814,-107793,c1
0,228,821,-107793,c1
0,228,821,-107793,c1
0,228,821,-107793,c1
0,228,821,-107793,c1
0,228,821,-107793,c1
0,228,821,-107793,c1
0,228,821,-107793,c1
0,228,821,-107793,c1
0,228,821,-107793,c1
0,228,821,-107793,c1
0,228,821,-107793,c1
0,228,821,-107793,c1
0,228,821,-107793,c1
21,207,800,-107814,c1
0,228,821,-107814,c1
0,228,821,-107814,c1
0,228,821,-107814,c1
0,228,821,-107814,c1
0,228,821,-107814,c1
0,228,821,-107814,c1
0,228,821,-107814,c1
0,228,821,-107814,c1
0,228,821,-107814,c1
0,228,821,-107814,c1
10,218,811,-107824,c1
14,214,807,-107838,c1
0,228,821,-107838,c1
6,222,815,-107844,c1
4,224,817,-107848,c1
0,228,821,-107848,c1
0,228,821,-107848,c1
1,227,820,-107849,c1
1,227,820,-107850,c1
2,226,819,-107852,c1
33,195,788,-107885,c1
0,228,821,-107885,c1
20,208,801,-107905,c1
1,227,820,-107906,c1
13,215,808,-107919,c1
9,219,812,-107928,c1
2,226,819,-107930,c1
3,225,818,-107933,c1
52,176,769,-107985,c1
2,226,819,-107987,c1
3,225,818,-107990,c1
1,227,820,-107991,c1
1,227,820,-107992,c1
1,227,820,-107993,c1
1,227,820,-107994,c1
0,228,821,-107994,c1
11,217,810,-108005,c1
5,223,816,-108010,c1
4,224,817,-108014,c1
0,228,821,-108014,c1
0,228,821,-108014,c1
0,228,821,-108014,c1
3,225,818,-108017,c1
5,223,816,-108022,c1
1,227,820,-108023,c1
0,228,821,-108023,c1
1,227,820,-108024,c1
1,227,820,-108025,c1
1,227,820,-108026,c1
2,226,819,-108028,c1
1,227,820,-108029,c1
3,225,818,-108032,c1
0,228,821,-108032,c1
0,228,821,-108032,c1
0,228,821,-108032,c1
0,228,821,-108032,c1
0,228,821,-108032,c1
5,223,816,-108037,c1
0,228,821,-108037,c1
0,228,821,-108037,c1
1,227,820,-108038,c1
8,220,813,-108046,c1
10,218,811,-108056,c1
0,228,821,-108056,c1
0,228,821,-108056,c1
0,228,821,-108056,c1
6,222,815,-108062,c1
5,223,816,-108067,c1
9,219,812,-108076,c1
0,228,821,-108076,c1
1,227,820,-108077,c1
0,228,821,-108077,c1
3,225,818,-108080,c1
1,227,820,-108081,c1
3,225,818,-108084,c1
2,226,819,-108086,c1
5,223,816,-108091,c1
3,225,818,-108094,c1
1,227,820,-108095,c1
0,228,821,-108095,c1
2,226,819,-108097,c1
2,226,819,-108099,c1
1,227,820,-108100,c1
1,227,820,-108101,c1
4,224,817,-108105,c1
1,227,820,-108106,c1
4,224,817,-108110,c1
1,227,820,-108111,c1
3,225,818,-108114,c1
2,226,819,-108116,c1
1,227,820,-108117,c1
4,224,817,-108121,c1
3,225,818,-108124,c1
2,226,819,-108126,c1
2,226,819,-108128,c1
7,221,814,-108135,c1
0,228,821,-108135,c1
0,228,821,-108135,c1
0,228,821,-108135,c1
2,226,819,-108137,c1
27,201,794,-108164,c1
1,227,820,-108165,c1
14,214,807,-108179,c1
1,227,820,-108180,c1
2,226,819,-108182,c1
0,228,821,-108182,c1
1,227,820,-108183,c1
1,227,820,-108184,c1
0,228,821,-108184,c1
1,227,820,-108185,c1
1,227,820,-108186,c1
1,227,820,-108187,c1
3,225,818,-108190,c1
3,225,818,-108193,c1
3,225,818,-108196,c1
1,227,820,-108197,c1
2,226,819,-108199,c1
2,226,819,-108201,c1
2,226,819,-108203,c1
0,228,821,-108203,c1
8,220,813,-108211,c1
2,226,819,-108213,c1
0,228,821,-108213,c1
2,226,819,-108215,c1
1,227,820,-108216,c1
1,227,820,-108217,c1
2,226,819,-108219,c1
1,227,820,-108220,c1
2,226,819,-108222,c1
5,223,816,-108227,c1
3,225,818,-108230,c1
1,227,820,-108231,c1
1,227,820,-108232,c1
2,226,819,-108234,c1
1,227,820,-108235,c1
0,228,821,-108235,c1
1,227,820,-108236,c1
2,226,819,-108238,c1
1,227,820,-108239,c1
5,223,816,-108244,c1
2,226,819,-108246,c1
1,227,820,-108247,c1
2,226,819,-108249,c1
1,227,820,-108250,c1
1,227,820,-108251,c1
1,227,820,-108252,c1
1,227,820,-108253,c1
0,228,821,-108253,c1
1,227,820,-108254,c1
1,227,820,-108255,c1
1,227,820,-108256,c1
1,227,820,-108257,c1
1,227,820,-108258,c1
2,226,819,-108260,c1
1,227,820,-108261,c1
4,224,817,-108265,c1
1,227,820,-108266,c1
1,227,820,-108267,c1
17,211,804,-108284,c1
1,227,820,-108285,c1
1,227,820,-108286,c1
1,227,820,-108287,c1
0,228,821,-108287,c1
2,226,819,-108289,c1
2,226,819,-108291,c1
0,228,821,-108291,c1
1,227,820,-108292,c1
1,227,820,-108293,c1
1,227,820,-108294,c1
8,220,813,-108302,c1
0,228,821,-108302,c1
0,228,821,-108302,c1
1,227,820,-108303,c1
1,227,820,-108304,c1
1,227,820,-108305,c1
1,227,820,-108306,c1
2,226,819,-108308,c1
19,209,802,-108327,c1
2,226,819,-108329,c1
1,227,820,-108330,c1
8,220,813,-108338,c1
1,227,820,-108339,c1
5,223,816,-108344,c1
0,228,821,-108344,c1
0,228,821,-108344,c1
1,227,820,-108345,c1
6,222,815,-108351,c1
11,217,810,-108362,c1
9,219,812,-108371,c1
5,223,816,-108376,c1
1,227,820,-108377,c1
3,225,818,-108380,c1
22,206,799,-108402,c1
46,182,775,-108448,c1
2,226,819,-108450,c1
4,224,817,-108454,c1
3,225,818,-108457,c1
1,227,820,-108458,c1
6,222,815,-108464,c1
18,210,803,-108482,c1
147,81,674,-108629,c1
148,80,673,-108777,c1
0,228,821,-108777,c1
8,220,813,-108785,c1
3,225,818,-108788,c1
24,204,797,-108812,c1
11,217,810,-108823,c1
2,226,819,-108825,c1
0,228,821,-108825,c1
1,227,820,-108826,c1
4,224,817,-108830,c1
1,227,820,-108831,c1
1,227,820,-108832,c1
2,226,819,-108834,c1
10,218,811,-108844,c1
4,224,817,-108848,c1
2,226,819,-108850,c1
8,220,813,-108858,c1
70,158,751,-108928,c1
1,227,820,-108929,c1
7,221,814,-108936,c1
1,227,820,-108937,c1
3,225,818,-108940,c1
0,228,821,-108940,c1
0,228,821,-108940,c1
13,215,808,-108953,c1
0,228,821,-108953,c1
0,228,821,-108953,c1
0,228,821,-108953,c1
2,226,819,-108955,c1
2,226,819,-108957,c1
2,226,819,-108959,c1
1,227,820,-108960,c1
2,226,819,-108962,c1
1,227,820,-108963,c1
1,227,820,-108964,c1
2,226,819,-108966,c1
0,228,821,-108966,c1
0,228,821,-108966,c1
0,228,821,-108966,c1
0,228,821,-108966,c1
8,220,813,-108974,c1
3,225,818,-108977,c1
20,208,801,-108997,c1
2,226,819,-108999,c1
2,226,819,-109001,c1
1,227,820,-109002,c1
1,227,820,-109003,c1
2,226,819,-109005,c1
7,221,814,-109012,c1
1,227,820,-109013,c1
1,227,820,-109014,c1
0,228,821,-109014,c1
1,227,820,-109015,c1
21,207,800,-109036,c1
1,227,820,-109037,c1
16,212,805,-109053,c1
21,207,800,-109074,c1
3,225,818,-109077,c1
1,227,820,-109078,c1
0,228,821,-109078,c1
0,228,821,-109078,c1
13,215,808,-109091,c1
2,226,819,-109093,c1
2,226,819,-109095,c1
4,224,817,-109099,c1
0,228,821,-109099,c1
0,228,821,-109099,c1
1,227,820,-109100,c1
6,222,815,-109106,c1
2,226,819,-109108,c1
1,227,820,-109109,c1
0,228,821,-109109,c1
8,220,813,-109117,c1
54,174,767,-109171,c1
1,227,820,-109172,c1
3,225,818,-109175,c1
1,227,820,-109176,c1
2,226,819,-109178,c1
6,222,815,-109184,c1
16,212,805,-109200,c1
1,227,820,-109201,c1
25,203,796,-109226,c1
4,224,817,-109230,c1
0,228,821,-109230,c1
1,227,820,-109231,c1
3,225,818,-109234,c1
3,225,818,-109237,c1
0,228,821,-109237,c1
0,228,821,-109237,c1
2,226,819,-109239,c1
0,228,821,-109239,c1
2,226,819,-109241,c1
1,227,820,-109242,c1
1,227,820,-109243,c1
1,227,820,-109244,c1
9,219,812,-109253,c1
0,228,821,-109253,c1
0,228,821,-109253,c1
6,222,815,-109259,c1
5,223,816,-109264,c1
11,217,810,-109275,c1
43,185,778,-109318,c1
7,221,814,-109325,c1
4,224,817,-109329,c1
0,228,821,-109329,c1
1,227,820,-109330,c1
2,226,819,-109332,c1
1,227,820,-109333,c1
1,227,820,-109334,c1
2,226,819,-109336,c1
2,226,819,-109338,c1
12,216,809,-109350,c1
1,227,820,-109351,c1
5,223,816,-109356,c1
1,227,820,-109357,c1
1,227,820,-109358,c1
13,215,808,-109371,c1
2,226,819,-109373,c1
288,-60,533,-109661,c1
